id,Date,Close,Volume,Open,High,Low
6,2021-06-28,$799.40 ,12385910,$774.45 ,$803.15 ,$772.76 
6,2021-06-25,$761.24 ,6959148,$771.22 ,$773.82 ,$755.78 
6,2021-06-24,$768.22 ,8023060,$769.11 ,$776.80 ,$763.53 
6,2021-06-23,$762.29 ,8308926,$760.31 ,$766.11 ,$756.31 
6,2021-06-22,$755.47 ,14503640,$738.86 ,$758.55 ,$735.44 
6,2021-06-21,$737.09 ,16809550,$737.41 ,$741.46 ,$712.91 
6,2021-06-18,$745.55 ,24221360,$751.36 ,$775 ,$743.36 
6,2021-06-17,$746.29 ,20241370,$710.98 ,$753.40 ,$710.25 
6,2021-06-16,$712.41 ,7678065,$711.63 ,$718.19 ,$703.38 
6,2021-06-15,$711.54 ,6075761,$716.60 ,$720.65 ,$709.12 
6,2021-06-14,$720.75 ,8034357,$716.24 ,$721.58 ,$706.51 
6,2021-06-11,$713.01 ,10407690,$699.18 ,$717.57 ,$697.75 
6,2021-06-10,$697 ,7194261,$694 ,$699.68 ,$687.04 
6,2021-06-09,$694.33 ,9541437,$700.63 ,$703 ,$690.23 
6,2021-06-08,$698.28 ,8096169,$701.09 ,$704.86 ,$690.04 
6,2021-06-07,$704.76 ,14393870,$702.85 ,$712.50 ,$687.71 
6,2021-06-04,$703.13 ,15428010,$684.50 ,$706.44 ,$683.82 
6,2021-06-03,$678.79 ,14500170,$668.03 ,$690.36 ,$663.32 
6,2021-06-02,$671.13 ,14854190,$650.09 ,$676.75 ,$649.42 
6,2021-06-01,$650.58 ,11820080,$650.80 ,$655.53 ,$636.13 
6,2021-05-28,$649.78 ,16113390,$620.04 ,$651.10 ,$620.04 
6,2021-05-27,$619.52 ,14536880,$627.99 ,$630 ,$618.40 
6,2021-05-26,$628 ,9260966,$629.37 ,$631.75 ,$623.45 
6,2021-05-25,$625.91 ,10885170,$630.64 ,$632.74 ,$619.30 
6,2021-05-24,$624.48 ,13870410,$608.50 ,$629.80 ,$607.04 
6,2021-05-21,$599.67 ,16824800,$606.55 ,$608.88 ,$594.78 
6,2021-05-20,$584.50 ,8039798,$572.10 ,$587.35 ,$570.82 
6,2021-05-19,$562.63 ,8599984,$542.66 ,$563.18 ,$541.73 
6,2021-05-18,$560.63 ,4656356,$570.68 ,$576.17 ,$560.16 
6,2021-05-17,$566.62 ,5412221,$566.28 ,$566.77 ,$554.14 
6,2021-05-14,$569.72 ,6465375,$555.60 ,$573.12 ,$549.94 
6,2021-05-13,$546.61 ,7143187,$561.35 ,$563.23 ,$538.36 
6,2021-05-12,$550.34 ,7585233,$560.38 ,$570.41 ,$548.37 
6,2021-05-11,$572.25 ,7139634,$553 ,$574.19 ,$550 
6,2021-05-10,$570.63 ,6722595,$591.49 ,$592.24 ,$570 
6,2021-05-07,$592.49 ,5733183,$592.33 ,$598.83 ,$586.87 
6,2021-05-06,$580.92 ,4834523,$579.81 ,$582.85 ,$568.72 
