id,stock_id,date,close,open,high,low
1072,5,2021-03-29,35.51,35.26,36.84,34.5
1073,5,2021-03-26,36.13,35.65,36.65,34
1074,5,2021-03-25,37.94,35.24,39.19,35.12
1075,5,2021-03-24,36.96,41.2,41.29,36.58
1076,5,2021-03-23,41.18,42.58,43.11,40.98
1077,5,2021-03-22,42.94,44.07,44.56,42.58
1078,5,2021-03-19,43.35,41.44,43.4,40.44
1079,5,2021-03-18,41.63,43.3,44.26,41.45
1080,5,2021-03-17,44.76,41.9,45.02,41.33
1081,5,2021-03-16,43.68,45.04,45.66,43.17
1082,5,2021-03-15,44.93,45.55,46.29,44.38
1083,5,2021-03-12,45.5,43.51,45.8,42.76
1084,5,2021-03-11,46.03,44.44,46.16,42.8
1085,5,2021-03-10,41.32,43.5,45.26,40.25
1086,5,2021-03-09,41.35,37.48,42.08,36.52
1087,5,2021-03-08,35.21,36.97,39.48,34.9
1088,5,2021-03-05,38.11,39.24,39.87,31.91
1089,5,2021-03-04,39.28,40.49,42.43,37.59
1090,5,2021-03-03,41.53,44.58,45.08,41.11
1091,5,2021-03-02,43.29,46.11,47.13,42.66
1092,5,2021-03-01,49.76,48.55,50.42,47.63
1093,5,2021-02-26,45.78,47,47.95,44.62
1094,5,2021-02-25,46.81,51.6,51.85,46.01
1095,5,2021-02-24,51.86,49.31,52.07,47.75
1096,5,2021-02-23,49.11,45.62,49.67,41.66
1097,5,2021-02-22,50.68,54.18,54.37,50.4
1098,5,2021-02-19,55.04,55.72,56.04,54.1
1099,5,2021-02-18,54.43,55.45,56.38,52.6
1100,5,2021-02-17,57.32,57.92,58.03,55.9
1101,5,2021-02-16,59.23,60.4,62.14,58.65
1102,5,2021-02-12,59.85,60.26,61.05,59.1
1103,5,2021-02-11,60.27,61.69,63.06,59.81
1104,5,2021-02-10,61.26,62.55,64.6,60.33
1105,5,2021-02-09,62.84,58.95,63.1,58.24
1106,5,2021-02-08,59.07,57.08,59.52,56.18
1107,5,2021-02-05,56.67,57.74,57.98,56.01
1108,5,2021-02-04,57.6,58.79,59.2,57.11
1109,5,2021-02-03,57.98,55.96,58.72,54.84
1110,5,2021-02-02,55.77,57.06,57.54,54.51
1111,5,2021-02-01,56.99,59.07,59.12,54.37
1112,5,2021-01-29,57,59.03,60.71,56.44
1113,5,2021-01-28,58.37,56.76,59.46,55.15
1114,5,2021-01-27,57.15,57.95,59.79,56.6
1115,5,2021-01-26,60.31,60.04,60.67,58.64
1116,5,2021-01-25,59.99,64.05,64.52,58.35
1117,5,2021-01-22,61.95,58.95,62.17,58.32
1118,5,2021-01-21,58.34,57.02,58.58,55.88
1119,5,2021-01-20,57.71,59.85,60.09,56.19
1120,5,2021-01-19,58.44,58.21,59.01,56.41
1121,5,2021-01-15,56.27,59.84,60.22,55.67
1122,5,2021-01-14,60.87,62.63,63.23,60.04
1123,5,2021-01-13,62.15,62.94,64.41,61.41
1124,5,2021-01-12,62.04,61.42,64.13,60.42
1125,5,2021-01-11,62.7,64.95,66.99,62.19
1126,5,2021-01-08,58.92,57.76,59.31,55.88
