id,Date,Close,Volume,Open,High,Low
4,2021-06-28,$268.72 ,19590020,$266.19 ,$268.90 ,$265.91 
4,2021-06-25,$265.02 ,25611110,$266.23 ,$267.25 ,$264.76 
4,2021-06-24,$266.69 ,21446870,$266.16 ,$267.85 ,$265.47 
4,2021-06-23,$265.28 ,19518680,$265.99 ,$266.83 ,$264.43 
4,2021-06-22,$265.51 ,24694090,$262.72 ,$265.79 ,$262.40 
4,2021-06-21,$262.63 ,26696120,$259.82 ,$263.52 ,$257.92 
4,2021-06-18,$259.43 ,37202220,$259.63 ,$262.30 ,$258.75 
4,2021-06-17,$260.90 ,27565540,$256.07 ,$261.75 ,$256.01 
4,2021-06-16,$257.38 ,27219960,$259.40 ,$260.58 ,$254.42 
4,2021-06-15,$258.36 ,18038930,$259.78 ,$259.99 ,$257.68 
4,2021-06-14,$259.89 ,19150510,$257.90 ,$259.95 ,$256.80 
4,2021-06-11,$257.89 ,18999730,$257.99 ,$258.49 ,$256.61 
4,2021-06-10,$257.24 ,24563620,$254.29 ,$257.46 ,$253.67 
4,2021-06-09,$253.59 ,17937630,$253.81 ,$255.53 ,$253.21 
4,2021-06-08,$252.57 ,22455000,$255.16 ,$256.01 ,$252.51 
4,2021-06-07,$253.81 ,23079170,$249.98 ,$254.09 ,$249.81 
4,2021-06-04,$250.79 ,25281090,$247.76 ,$251.65 ,$247.51 
4,2021-06-03,$245.71 ,25307710,$245.22 ,$246.34 ,$243 
4,2021-06-02,$247.30 ,19406710,$248.13 ,$249.27 ,$245.84 
4,2021-06-01,$247.40 ,23213310,$251.23 ,$251.29 ,$246.96 
4,2021-05-28,$249.68 ,18274940,$251.00 ,$252.08 ,$249.56 
4,2021-05-27,$249.31 ,24426240,$251.17 ,$251.48 ,$249.25 
4,2021-05-26,$251.49 ,17771600,$251.43 ,$252.94 ,$250.75 
4,2021-05-25,$251.72 ,17704300,$251.77 ,$252.75 ,$250.82 
4,2021-05-24,$250.78 ,21411550,$247.79 ,$251.16 ,$247.51 
4,2021-05-21,$245.17 ,21863060,$247.57 ,$248.33 ,$244.74 
4,2021-05-20,$246.48 ,21800720,$243.96 ,$247.95 ,$243.86 
4,2021-05-19,$243.12 ,25739810,$239.31 ,$243.23 ,$238.60 
4,2021-05-18,$243.08 ,20167980,$246.27 ,$246.41 ,$242.90 
4,2021-05-17,$245.18 ,24938180,$246.55 ,$246.59 ,$243.52 
4,2021-05-14,$248.15 ,23901080,$245.58 ,$249.18 ,$245.49 
4,2021-05-13,$243.03 ,29624300,$241.80 ,$245.60 ,$241.42 
4,2021-05-12,$239 ,36684370,$242.17 ,$244.38 ,$238.07 
4,2021-05-11,$246.23 ,33641590,$244.55 ,$246.60 ,$242.57 
4,2021-05-10,$247.18 ,29299890,$250.87 ,$251.73 ,$247.12 
4,2021-05-07,$252.46 ,27032910,$252.15 ,$254.30 ,$251.17 
4,2021-05-06,$249.73 ,26491090,$246.45 ,$249.86 ,$244.69 
4,2021-05-05,$246.47 ,21901330,$249.06 ,$249.50 ,$245.82 
4,2021-05-04,$247.79 ,32756050,$250.97 ,$251.21 ,$245.76 
4,2021-05-03,$251.86 ,19626570,$253.40 ,$254.35 ,$251.12 
4,2021-04-30,$252.18 ,30945100,$249.74 ,$253.08 ,$249.60 
4,2021-04-29,$252.51 ,40589020,$255.46 ,$256.10 ,$249 
4,2021-04-28,$254.56 ,46903120,$256.08 ,$256.54 ,$252.95 
4,2021-04-27,$261.97 ,31014210,$261.59 ,$263.19 ,$260.12 
4,2021-04-26,$261.55 ,19763350,$261.66 ,$262.44 ,$260.17 
4,2021-04-23,$261.15 ,21499290,$257.88 ,$261.51 ,$257.27 
4,2021-04-22,$257.17 ,25606150,$260.21 ,$261.78 ,$255.64 
4,2021-04-21,$260.58 ,24030380,$258.94 ,$260.68 ,$257.25 
4,2021-04-20,$258.26 ,19722880,$257.82 ,$260.20 ,$256.84 
4,2021-04-19,$258.74 ,23209260,$260.19 ,$261.48 ,$257.82 
4,2021-04-16,$260.74 ,24878580,$259.47 ,$261 ,$257.60 
4,2021-04-15,$259.50 ,25627480,$257.93 ,$259.93 ,$257.73 
4,2021-04-14,$255.59 ,23070940,$257.48 ,$258.83 ,$255.16 
4,2021-04-13,$258.49 ,23837470,$257.26 ,$259.19 ,$256.83 
4,2021-04-12,$255.91 ,27148670,$254.71 ,$257.67 ,$254.62 
4,2021-04-09,$255.85 ,24326830,$252.87 ,$255.99 ,$252.44 
4,2021-04-08,$253.25 ,23625200,$252.77 ,$254.14 ,$252 
4,2021-04-07,$249.90 ,22719840,$247.81 ,$250.93 ,$247.19 
4,2021-04-06,$247.86 ,22931920,$247.61 ,$249.40 ,$246.88 
4,2021-04-05,$249.07 ,36910610,$242.76 ,$249.96 ,$242.70 
4,2021-04-01,$242.35 ,30337980,$238.47 ,$242.84 ,$238.05 
4,2021-03-31,$235.77 ,43623470,$232.91 ,$239.10 ,$232.39 
4,2021-03-30,$231.85 ,24792010,$233.53 ,$233.85 ,$231.10 
4,2021-03-29,$235.24 ,25227460,$236.59 ,$236.80 ,$231.88 
4,2021-03-26,$236.48 ,25479850,$231.55 ,$236.71 ,$231.55 
4,2021-03-25,$232.34 ,34061850,$235.30 ,$236.94 ,$231.57 
4,2021-03-24,$235.46 ,25620130,$237.85 ,$238 ,$235.32 
4,2021-03-23,$237.58 ,31638380,$237.49 ,$241.05 ,$237.07 
4,2021-03-22,$235.99 ,30127010,$230.27 ,$236.90 ,$230.14 
4,2021-03-19,$230.35 ,46430730,$231.02 ,$232.47 ,$229.35 
4,2021-03-18,$230.72 ,34852250,$232.56 ,$234.19 ,$230.33 
4,2021-03-17,$237.04 ,29562100,$236.15 ,$238.55 ,$233.23 
4,2021-03-16,$237.71 ,28092200,$236.28 ,$240.06 ,$235.94 
4,2021-03-15,$234.81 ,26042670,$234.96 ,$235.19 ,$231.81 
4,2021-03-12,$235.75 ,22653660,$234.01 ,$235.82 ,$233.23 
4,2021-03-11,$237.13 ,29907590,$234.96 ,$239.17 ,$234.31 
4,2021-03-10,$232.42 ,29746810,$237 ,$237 ,$232.04 
4,2021-03-09,$233.78 ,33080530,$232.88 ,$235.38 ,$231.67 
4,2021-03-08,$227.39 ,35267440,$231.37 ,$233.37 ,$227.13 
4,2021-03-05,$231.60 ,41872770,$229.52 ,$233.27 ,$226.46 
4,2021-03-04,$226.73 ,44727790,$226.74 ,$232.49 ,$224.26 
4,2021-03-03,$227.56 ,34029530,$232.16 ,$233.58 ,$227.26 
4,2021-03-02,$233.87 ,22812460,$237.01 ,$237.30 ,$233.45 
4,2021-03-01,$236.94 ,25332840,$235.90 ,$237.47 ,$233.15 
4,2021-02-26,$232.38 ,37819230,$231.53 ,$235.37 ,$229.54 
4,2021-02-25,$228.99 ,39542240,$232.08 ,$234.59 ,$227.88 
4,2021-02-24,$234.55 ,26339750,$230.01 ,$235.20 ,$229 
4,2021-02-23,$233.27 ,30228700,$230.33 ,$234.83 ,$228.73 
4,2021-02-22,$234.51 ,36446940,$237.42 ,$237.93 ,$232.40 
4,2021-02-19,$240.97 ,25262600,$243.75 ,$243.86 ,$240.18 
4,2021-02-18,$243.79 ,16925560,$241.80 ,$243.93 ,$240.86 
4,2021-02-17,$244.20 ,21673110,$241.32 ,$244.31 ,$240.94 
4,2021-02-16,$243.70 ,26728490,$245.03 ,$246.13 ,$242.92 
4,2021-02-12,$244.99 ,16561080,$243.93 ,$245.30 ,$242.73 
4,2021-02-11,$244.49 ,15751060,$244.78 ,$245.15 ,$242.15 
4,2021-02-10,$242.82 ,22186710,$245 ,$245.92 ,$240.89 
4,2021-02-09,$243.77 ,23564950,$241.87 ,$244.76 ,$241.38 
4,2021-02-08,$242.47 ,22211930,$243.15 ,$243.68 ,$240.81 
4,2021-02-05,$242.20 ,18054750,$242.23 ,$243.28 ,$240.42 
