id,Date,Close,Volume,Open,High,Low
3,2021-06-28,"$3,443.89 ",2242793,"$3,416 ","$3,448 ","$3,413.51 "
3,2021-06-25,"$3,401.46 ",3940997,"$3,464 ","$3,464.82 ","$3,394.18 "
3,2021-06-24,"$3,449.08 ",3831999,"$3,507.64 ","$3,524.86 ","$3,430.85 "
3,2021-06-23,"$3,503.82 ",2813341,"$3,505 ","$3,521 ","$3,483.20 "
3,2021-06-22,"$3,505.44 ",3345082,"$3,458.06 ","$3,523.78 ","$3,456.09 "
3,2021-06-21,"$3,453.96 ",3277130,"$3,476.42 ","$3,482 ","$3,434 "
3,2021-06-18,"$3,486.90 ",5247737,"$3,479.99 ","$3,507 ","$3,473.71 "
3,2021-06-17,"$3,489.24 ",5136531,"$3,403.18 ","$3,497.20 ","$3,401 "
3,2021-06-16,"$3,415.25 ",4202782,"$3,392 ","$3,426.35 ","$3,360.53 "
3,2021-06-15,"$3,383.13 ",2426200,"$3,384 ","$3,396.99 ","$3,363.11 "
3,2021-06-14,"$3,383.87 ",2569655,"$3,346.83 ","$3,385 ","$3,335.50 "
3,2021-06-11,"$3,346.83 ",2817352,"$3,349.65 ","$3,366.58 ","$3,333.45 "
3,2021-06-10,"$3,349.65 ",3476480,"$3,282.01 ","$3,351 ","$3,281.15 "
3,2021-06-09,"$3,281.15 ",2455530,"$3,272.87 ","$3,297.58 ","$3,270.70 "
3,2021-06-08,"$3,264.11 ",3416730,"$3,222.61 ","$3,279.53 ","$3,218.01 "
3,2021-06-07,"$3,198.01 ",2215756,"$3,197.33 ","$3,208 ","$3,172.20 "
3,2021-06-04,"$3,206.22 ",2249749,"$3,212 ","$3,221 ","$3,198.81 "
3,2021-06-03,"$3,187.01 ",2398293,"$3,204.23 ","$3,214.44 ","$3,184.03 "
3,2021-06-02,"$3,233.99 ",2014524,"$3,223.10 ","$3,235 ","$3,208 "
3,2021-06-01,"$3,218.65 ",2430045,"$3,243.50 ","$3,250.98 ","$3,209.06 "
3,2021-05-28,"$3,223.07 ",2331509,"$3,242 ","$3,247.99 ","$3,219.70 "
3,2021-05-27,"$3,230.11 ",2561157,"$3,256 ","$3,260.36 ","$3,230.04 "
3,2021-05-26,"$3,265.16 ",2383986,"$3,274.59 ","$3,295.73 ","$3,258.51 "
3,2021-05-25,"$3,259.05 ",3261109,"$3,266.67 ","$3,279.82 ","$3,213.76 "
